"latitude (UTM)", "longitude (UTM)", "total area (m*m)", "mounded area (m*m)", "total volume (m*m*m)", "volume mound (m*m*m)", "max elevation mound (m)"
4082583.5, 641780.49, 17525, 0, 1384.55, NA, NA
4110325.8, 641795.46, 61875, 0, 0, NA, NA
4108640.8, 641795.57, 53525, 4275, 42430, 10152.75, 2.37
4084988.3, 641824.95, 225, 0, 0, NA, NA
4066903.3, 641834.95, 513325, 89750, 942900, 86597.5, 9.65
4093747.9, 641845.07, 373525, 114500, 1233325, 89982.5, 7.86
4046158.3, 641852.92, 224925, 27500, 325850, 124955, 4.53
4070580.8, 641873.07, 63025, 8475, 47377.5, 28707.5, 3.39
4072515.8, 641885.65, 171900, 1000, 0, 2657.25, 2.66
4056663.3, 641900.56, 78425, 0, 0, NA, NA
4109150.8, 641918.07, 34050, 0, 2003.45, NA, NA
4048781, 641928.14, 62850, 6800, 58372.5, 15931, 2.34
4088248.3, 641937.99, 4600, 0, 0, NA, NA
4094883.3, 641940.58, 116125, 0, 3389.75, NA, NA
4073470.8, 641955.46, 83900, 1150, 0, 7183.75, 6.25
4065598.3, 642002.45, 82325, 150, 0, 523.05, 3.49
4112986.5, 642026.07, 71075, 3125, 34655, 6276, 2.01
4073790.8, 642040.42, 73825, 8950, 225852.5, 51580, 5.76
4090733.5, 642047.36, 55025, 6850, 71202.5, 30920, 4.51
4096125.7, 642094.7, 211925, 33750, 379650, 14950.5, 4.42
4085918.3, 642094.95, 225, 0, 109.5075, NA, NA
4096610.2, 642097.8, 218975, 44000, 172350, 22061.75, 5.01
4044555.8, 642120.38, 95425, 22125, 60062.5, 48727.5, 2.2
4079133.3, 642125.67, 110375, 42500, 363600, 309750, 7.3
4097927.2, 642162.24, 84100, 7275, 87117.5, 36547.5, 5.02
4070598.3, 642165.44, 17550, 0, 7926.25, NA, NA
4090763.3, 642174.95, 41200, 0, 0, NA, NA
4070355.8, 642175.53, 29925, 0, 0, NA, NA
4051635.8, 642205.07, 56575, 0, 100292.5, NA, NA
4095128.3, 642210.63, 62250, 25, 0, 79.2425, 3.17
4082180.8, 642247.66, 35850, 75, 0, 167.1625, 2.23
4081338.3, 642250.42, 35125, 0, 34590, NA, NA
4095305.8, 642255.03, 45550, 1500, 21550.5, 3507, 2.34
4048478.3, 642255.67, 100175, 8025, 46910, 34180, 4.26
4071543.3, 642300.19, 34225, 0, 0, NA, NA
4065575.8, 642300.48, 70450, 2025, 0, 5475.75, 2.7
4073268.3, 642345.04, 99325, 3675, 139320, 15780, 4.29
4118823.3, 642347.78, 55950, 0, 0, NA, NA
4071338.3, 642351.58, 9675, 0, 0, NA, NA
4065145.9, 642362.63, 114500, 850, 0, 2051.975, 2.41
4094752.6, 642366.96, 69575, 525, 0, 1714.175, 3.27
4097600.9, 642387.89, 126300, 50, 122605, 240.8075, 4.82
4073738.3, 642387.9, 76525, 0, 0, NA, NA
4093854, 642389.1, 95975, 0, 0, NA, NA
4076950.9, 642412.76, 250950, 27250, 216655, 167410, 6.16
4086325.8, 642417.69, 44050, 525, 38685, 1181.325, 2.25
4048665.8, 642420.17, 32925, 0, 10802, NA, NA
4057365.8, 642457.85, 86000, 875, 0, 2730.25, 3.12
4068993.4, 642457.92, 158100, 28000, 102335, 80337.5, 2.86
4098095.8, 642460.42, 58850, 0, 0, NA, NA
4104945.8, 642480.23, 104975, 14000, 137375, 47567.5, 3.4
4086038.3, 642487.97, 79300, 0, 45992.5, NA, NA
4091448.3, 642512.83, 51425, 575, 12282.25, 1298.275, 2.26
4088983.5, 642518.21, 49050, 1050, 30352.5, 1938.1, 1.85
4095880.8, 642520.41, 56175, 5325, 137357.5, 26040, 4.89
4108466.9, 642528.89, 387875, 74250, 431975, 376675, 5.07
4121025.9, 642530.16, 280525, 32750, 76302.5, 159082.5, 4.85
4100520.3, 642534.3, 317300, 9650, 0, 46847.5, 4.85
4072513.3, 642547.45, 25850, 0, 2008.075, NA, NA
4080605.8, 642553.4, 30875, 1225, 4800.5, 2326.225, 1.9
4085748.3, 642589.99, 78325, 3175, 4185.75, 10212.75, 3.22
4111363.5, 642630.7, 106600, 8825, 103805, 21416.5, 2.43
4092883.3, 642635.67, 97150, 0, 73885, NA, NA
4075070.8, 642637.65, 89175, 0, 11524.5, NA, NA
4073490.8, 642645.22, 47725, 0, 0, NA, NA
4089768.3, 642675.31, 43200, 0, 0, NA, NA
4090968.3, 642677.91, 87600, 19250, 70690, 55037.5, 2.86
4098073.3, 642700.16, 6650, 475, 4011, 1031.725, 2.17
4086538.4, 642730.15, 107625, 3875, 118665, 11723.75, 3.03
4114109.8, 642740.03, 46025, 1900, 9988.75, 4735.25, 2.49
4094854.8, 642743.4, 70925, 3025, 34762.5, 8026.5, 2.65
4093838.3, 642755.59, 20000, 1725, 17930.5, 4342.25, 2.52
4069633.5, 642775.49, 46075, 2425, 0, 3515.25, 1.45
4063918.3, 642794.95, 7975, 0, 0, NA, NA
4077135.8, 642795.36, 95025, 0, 0, NA, NA
4114511.1, 642806.35, 39650, 0, 4696.5, NA, NA
4047868.3, 642825.29, 60000, 0, 22053, NA, NA
4082418.4, 642830.4, 178775, 41000, 286375, 224037.5, 5.47
4074615.8, 642835.19, 146675, 51500, 477625, 440350, 8.53
4098338.3, 642835.45, 75725, 775, 20608, 2730.25, 3.52
4041815.9, 642870.3, 213400, 750, 47652.5, 1805.675, 2.41
4083798.3, 642880.13, 116475, 8125, 12389.75, 22358.5, 2.75
4101447.8, 642887.15, 295975, 2600, 0, 9025.25, 3.47
4065975.9, 642930.24, 61700, 6525, 0, 21241.5, 3.26
4075665.8, 642930.79, 130875, 0, 0, NA, NA
4097905.9, 642979.74, 91450, 27000, 203257.5, 147467.5, 5.47
4098887.8, 642982.87, 152300, 24075, 153447.5, 149017.5, 6.19
4060483.3, 643000.51, 94025, 0, 874.35, NA, NA
4088108.6, 643010.25, 51800, 19950, 102045, 79187.5, 3.97
4094263.7, 643011.91, 61225, 0, 0, NA, NA
4074328.3, 643018.15, 91775, 0, 0, NA, NA
4062558.3, 643029.95, 4875, 0, 0, NA, NA
4053655.8, 643030.4, 111575, 825, 0, 2310.225, 2.8
4087585.8, 643053.02, 65425, 1125, 35597.5, 2856.5, 2.54
4068418.3, 643055.3, 83375, 0, 0, NA, NA
4079700.8, 643073.07, 54425, 0, 0, NA, NA
4094020.8, 643110.49, 45675, 4025, 79395, 16346.75, 4.06
4099603.3, 643120.58, 52825, 0, 0, NA, NA
4087258.3, 643152.94, 36925, 8175, 31837.5, 26632.5, 3.26
4099382.2, 643185.27, 44225, 0, 17793.25, NA, NA
4074700.8, 643192.78, 195275, 0, 0, NA, NA
4070483.4, 643197.84, 289425, 40750, 119662.5, 120597.5, 2.96
4098059.2, 643211.72, 62200, 3550, 0, 16492.5, 4.65
4090713.3, 643229.95, 49725, 0, 0, NA, NA
4057598.3, 643232.83, 80525, 250, 0, 478.775, 1.92
4048563, 643262.6, 102875, 9125, 60175, 25117.5, 2.75
4090468.3, 643264.95, 25475, 0, 0, NA, NA
4093961, 643282.48, 14425, 0, 0, NA, NA
4118445.1, 643285.09, 67025, 0, 0, NA, NA
4082798.4, 643288.03, 49025, 0, 46270, NA, NA
4093140.8, 643305.93, 14175, 1750, 6417.5, 2109.5, 1.21
4097029.8, 643330.78, 142300, 2950, 0, 8373.25, 2.84
4072928.3, 643350.29, 204400, 36500, 208757.5, 138160, 3.77
4084235.8, 643352.72, 48875, 0, 6608, NA, NA
4093460.8, 643355.46, 40025, 4175, 28625, 12062.25, 2.89
4063238.3, 643382.74, 270500, 56750, 195980, 201620, 3.56
4070093.3, 643420.65, 76750, 7850, 16400.25, 32132.5, 4.09
4065058.3, 643435.53, 83175, 4975, 30217.5, 12266, 2.47
4082006.2, 643440.25, 108075, 0, 0, NA, NA
4062293.3, 643459.95, 48250, 1975, 46697.5, 5487.75, 2.78
4084368.3, 643468.28, 33250, 2675, 22618, 5779.5, 2.16
4097821, 643476.35, 67125, 0, 0, NA, NA
4113995.7, 643494.23, 29025, 0, 0, NA, NA
4106220.1, 643500.2, 81050, 0, 21927, NA, NA
4048598.3, 643500.46, 58200, 50, 36220, 126.7975, 2.54
4114236.6, 643501.67, 56725, 2325, 41837.5, 5477.5, 2.36
4112934.9, 643516.08, 139175, 1425, 0, 4326.5, 3.04
4100380.8, 643522.6, 100200, 14425, 75870, 62945, 4.36
4101962, 643535.08, 416725, 825, 0, 2974, 3.6
4117539.4, 643537.87, 235625, 675, 0, 1825.575, 2.7
4083680.9, 643550.39, 212525, 67250, 498550, 550225, 8.17
4064860.8, 643563.1, 100775, 8650, 93295, 27625, 3.19
4099960.8, 643567.91, 125450, 7875, 0, 26290, 3.34
4060828.4, 643570.05, 202125, 84000, 738550, 699475, 8.33
4091848, 643574.63, 510400, 129750, 1271250, 1199075, 9.24
4056700.8, 643577.72, 38725, 0, 0, NA, NA
4069940.8, 643582.83, 41700, 0, 0, NA, NA
4089435.9, 643585.5, 190400, 26250, 81177.5, 101152.5, 3.85
4061963.3, 643585.64, 135350, 0, 0, NA, NA
4061355.8, 643612.85, 71625, 425, 63917.5, 1358.575, 3.2
4090308.3, 643629.95, 49025, 7250, 33605, 17938.5, 2.47
4062858.3, 643634.95, 46725, 7100, 23758, 19960.75, 2.81
4065585.8, 643650.19, 150925, 5150, 28952.5, 12695.75, 2.47
4096520.9, 643655.24, 121100, 10075, 197890, 58077.5, 5.76
4059893.3, 643672.74, 49625, 0, 0, NA, NA
4090145.8, 643697.89, 105800, 4600, 20026.25, 14941, 3.25
4105308.3, 643700.6, 117300, 0, 0, NA, NA
4110699.1, 643703.85, 88075, 0, 0, NA, NA
4079450.8, 643708.01, 54150, 0, 20359.25, NA, NA
4047925.9, 643712.51, 49075, 3475, 36480, 12399.75, 3.57
4046290.9, 643735.18, 62700, 3000, 0, 8365.25, 2.79
4086813.3, 643779.95, 8025, 125, 888.6, 326.25, 2.61
4084895.9, 643787.74, 115625, 2600, 0, 6948.75, 2.67
4078293.3, 643787.75, 54350, 475, 0, 1058.7, 2.23
4084470.8, 643790.33, 41525, 0, 0, NA, NA
4121998.8, 643815.27, 302425, 3025, 0, 19033.5, 6.29
4099193.5, 643838.12, 196800, 53000, 306225, 208040, 3.92
4073730.8, 643875.3, 65375, 0, 3572.5, NA, NA
4088518.3, 643885.44, 24950, 75, 0, 171.7, 2.29
4104515.8, 643895.69, 69600, 4325, 0, 15244.5, 3.52
4094075.8, 643899.95, 69050, 11200, 65807.5, 27937.5, 2.49
4098234.8, 643915.81, 78100, 29500, 180372.5, 125112.5, 4.23
4047560.8, 643930.27, 132525, 10525, 179847.5, 34632.5, 3.29
4046778.3, 643930.52, 71950, 0, 5897.5, NA, NA
4069848.3, 643942.86, 115725, 7625, 77992.5, 29875, 3.92
4080585.8, 643957.45, 61275, 0, 0, NA, NA
4090098.3, 643959.95, 21150, 0, 803.6, NA, NA
4073818.3, 643978.07, 9100, 0, 0, NA, NA
4074503.3, 643982.89, 41775, 0, 9407.5, NA, NA
4096289.2, 643984.52, 33975, 5600, 36622.5, 16419.5, 2.93
4060783.3, 643989.95, 29950, 0, 0, NA, NA
4093165.8, 643990.18, 91025, 0, 0, NA, NA
4112246.5, 644000.2, 53375, 0, 14336.5, NA, NA
4081030.9, 644045.2, 202525, 7200, 0, 22153.75, 3.08
4113138.6, 644066.73, 89725, 0, 0, NA, NA
4083685.9, 644097.75, 69725, 9600, 98192.5, 32692.5, 3.41
4078655.8, 644100.41, 175225, 750, 105775, 2364.025, 3.15
4098635.8, 644105.25, 107500, 1550, 0, 4835.75, 3.12
4115960.7, 644110.33, 193625, 0, 76870, NA, NA
4099764.5, 644145.62, 62475, 28250, 264200, 228157.5, 8.07
4103728.3, 644159.95, 46050, 50, 0, 198.7675, 3.98
4047205.8, 644160.43, 108050, 13975, 84177.5, 42687.5, 3.05
4086908.3, 644174.95, 7300, 0, 0, NA, NA
4094723.3, 644187.74, 38525, 350, 0, 848.35, 2.42
4076258.4, 644197.99, 116225, 825, 2844.25, 2928, 3.55
4068583.3, 644205.44, 82875, 3050, 0, 9384.5, 3.08
4085530.8, 644208.03, 66925, 1975, 14614.75, 4356.5, 2.21
4092693.3, 644230.12, 91350, 0, 0, NA, NA
4059995.8, 644238.23, 103225, 0, 0, NA, NA
4096621, 644250.05, 47625, 1725, 40260, 6723.5, 3.9
4079828.3, 644264.95, 7350, 0, 0, NA, NA
4113386.4, 644297.31, 148825, 9875, 29965, 37040, 3.75
4092150.3, 644298.9, 236025, 27000, 198617.5, 73810, 2.72
4102396.5, 644301.19, 72800, 0, 0, NA, NA
4096483.3, 644318.11, 29925, 0, 2756, NA, NA
4096126.2, 644352.25, 19575, 1650, 809.25, 3090.25, 1.87
4123514.6, 644380.73, 200425, 85500, 1429550, 1305600, 15.3
4095363.3, 644403.17, 33950, 25, 13964.25, 52.2075, 2.09
4097666.9, 644404.74, 95125, 23675, 76700, 76287.5, 3.22
4055860.8, 644412.99, 229150, 0, 0, NA, NA
4058380.9, 644415.1, 125675, 38000, 275475, 205852.5, 5.4
4095616.1, 644423.03, 16925, 0, 0, NA, NA
4073725.8, 644442.67, 31000, 0, 0, NA, NA
4108205.5, 644447.49, 91875, 4500, 0, 11582, 2.57
4072508.5, 644455.49, 12900, 0, 0, NA, NA
4106683.3, 644459.95, 7300, 0, 3427.5, NA, NA
4109325.1, 644485.7, 83825, 0, 0, NA, NA
4074003.3, 644487.45, 45575, 3850, 42757.5, 9242, 2.4
4077613.3, 644490.61, 82825, 0, 24927.5, NA, NA
4103276.1, 644494.76, 225350, 57750, 391575, 313200, 5.42
4044943.3, 644505.45, 218125, 64000, 890600, 676900, 10.6
4087668.3, 644515.4, 44075, 1100, 8402.5, 2999.5, 2.73
4070718.3, 644534.95, 6250, 375, 4838.5, 705.5, 1.88
4099358.3, 644557.88, 55250, 0, 0, NA, NA
4046778.3, 644565.36, 70875, 3400, 15233.5, 10806.25, 3.18
4097378.7, 644581.63, 16700, 125, 0, 306.6, 2.45
4071008.3, 644589.95, 4475, 0, 1285.15, NA, NA
4092923.3, 644595.48, 38200, 1500, 8553.75, 2329.425, 1.55
4098417.1, 644625.93, 133325, 0, 0, NA, NA
4088505.9, 644638.36, 17150, 0, 6008.25, NA, NA
4046473.3, 644667.72, 91875, 9225, 95922.5, 33652.5, 3.65
4093839.6, 644689.56, 238200, 84500, 419225, 280775, 3.32
4074413.3, 644699.95, 7175, 0, 0, NA, NA
4077985.9, 644708.03, 69275, 0, 0, NA, NA
4087915.8, 644730.27, 65825, 1750, 10478, 4760.25, 2.72
4058530.8, 644750.46, 73725, 2825, 0, 12354.5, 4.37
4095588.3, 644754.95, 1400, 0, 0, NA, NA
4091893.3, 644772.65, 121325, 325, 0, 930.25, 2.86
4073098.3, 644785, 52725, 3150, 4312.5, 7300.5, 2.32
4066118.4, 644822.67, 259025, 10375, 0, 38380, 3.7
4067396.8, 644884.34, 111225, 2800, 0, 10757.75, 3.84
4044675.8, 644885.55, 141725, 500, 0, 2028.8, 4.06
4097643.7, 644891.47, 62925, 0, 0, NA, NA
4088200.8, 644900.41, 82350, 14650, 52247.5, 39835, 2.72
4045013.4, 644913, 148025, 2125, 116957.5, 10216.25, 4.81
4082418.3, 644923.05, 32400, 0, 16653.75, NA, NA
4081780.8, 644932.79, 22075, 7375, 20513.75, 16640.5, 2.26
4069560.9, 644937.51, 71675, 4275, 36582.5, 7601, 1.78
4072628.3, 644940.15, 14575, 0, 9214.5, NA, NA
4123833.3, 644955.36, 265525, 47750, 742025, 47200, 9.9
4073413.3, 644960.33, 16800, 0, 1414.4, NA, NA
4104535.9, 644980.32, 121975, 24025, 141507.5, 82717.5, 3.44
4048143.3, 644989.95, 50025, 2500, 60520, 10707, 4.28
4081503.3, 645005.09, 40600, 2775, 2928.25, 8718.25, 3.14
4114846.8, 645016.38, 37700, 0, 4696, NA, NA
4074553.3, 645064.95, 7775, 350, 12846.25, 1025.35, 2.93
4072258.3, 645075.21, 133625, 7125, 0, 26070, 3.66
4102184.2, 645093.96, 18875, 0, 0, NA, NA
4058713.3, 645134.98, 83700, 0, 33190, NA, NA
4071893.3, 645158.82, 15200, 0, 1047.7, NA, NA
4101993.2, 645161.23, 45550, 25, 0, 48.3575, 1.93
4086143.3, 645170.17, 36850, 0, 26112.5, NA, NA
4079998.3, 645172.69, 135900, 3100, 0, 9201.75, 2.97
4087588.3, 645174.95, 19625, 7925, 18140.25, 12857.5, 1.62
4103058.7, 645204.54, 46800, 2675, 39387.5, 9103.75, 3.4
4089438.3, 645205.67, 25950, 0, 0, NA, NA
4048433.7, 645212.77, 94475, 0, 0, NA, NA
4118492.8, 645214.91, 242875, 50, 0, 95.3825, 1.91
4091806.8, 645234.56, 65925, 0, 1454.9, NA, NA
4068963.3, 645235.79, 66925, 2175, 100877.5, 8518.5, 3.92
4097612.6, 645289.74, 36000, 0, 11170.75, NA, NA
4094974.8, 645290.53, 110850, 0, 0, NA, NA
4092613.4, 645303.16, 58050, 19875, 81547.5, 62277.5, 3.13
4101373.3, 645307.73, 70325, 3875, 39925, 10773.5, 2.78
4078974.3, 645313.19, 239400, 11925, 229837.5, 41865, 3.51
4045885.6, 645315.34, 209250, 36750, 286475, 144602.5, 3.93
4109428.2, 645338.05, 51200, 0, 0, NA, NA
4046478.4, 645340.15, 237000, 97000, 506675, 385150, 3.97
4072520.9, 645353.13, 114650, 1775, 103217.5, 5958.75, 3.36
4092808.3, 645355.55, 52175, 1125, 5576, 2243.825, 1.99
4103425.5, 645388.88, 26850, 475, 0, 1213.875, 2.56
4093610.8, 645392.75, 47675, 0, 0, NA, NA
4086910.8, 645402.45, 37575, 0, 0, NA, NA
4109773.6, 645410.48, 361100, 8475, 0, 32230, 3.8
4090178.3, 645413, 106550, 0, 0, NA, NA
4084393.3, 645440.42, 127975, 1025, 126100, 4826, 4.71
4042963.3, 645445.2, 261625, 17850, 41380, 38442.5, 2.15
4098388.3, 645462.68, 64850, 0, 12883.25, NA, NA
4071755.8, 645515.23, 290275, 41500, 245050, 171432.5, 4.14
4077873.3, 645525.54, 77750, 0, 23481, NA, NA
4097793.4, 645607.98, 60900, 0, 0, NA, NA
4113285.9, 645610.23, 739100, 5475, 0, 22115.5, 4.04
4099886.2, 645644.01, 305175, 14450, 76117.5, 52665, 3.64
4048938.3, 645667.9, 41725, 0, 0, NA, NA
4044993.3, 645682.8, 64325, 1275, 12267.75, 3301.5, 2.59
4088193.3, 645682.97, 103100, 5625, 3491.75, 14972, 2.66
4094908.4, 645683.55, 117150, 16025, 215560, 88400, 5.52
4076590.9, 645707.7, 84250, 11950, 132640, 71362.5, 5.97
4080598.3, 645710.66, 29600, 0, 17649.75, NA, NA
4086746, 645750.34, 16850, 0, 1262.275, NA, NA
4100408.5, 645752.18, 81675, 1850, 0, 7856.25, 4.25
4073965.8, 645752.85, 51700, 7425, 88535, 23702.25, 3.19
4081051, 645760.93, 176825, 20250, 151610, 108737.5, 5.37
4090003.3, 645763.03, 20050, 3450, 5871.75, 5349.75, 1.55
4073605.8, 645776.4, 34175, 0, 0, NA, NA
4116651.5, 645788.56, 456075, 83500, 354625, 206827.5, 2.48
4079573.3, 645802.7, 387850, 111000, 775050, 655250, 5.9
4070508.3, 645820.28, 95350, 0, 0, NA, NA
4095600.8, 645832.5, 158850, 15550, 68535, 50575, 3.25
4070713.3, 645838.03, 67875, 0, 0, NA, NA
4088518.3, 645852.85, 22500, 3350, 33707.5, 8666.5, 2.59
4087813.3, 645853.11, 48800, 3475, 21268.5, 6954, 2
4063760.9, 645898.07, 105800, 4750, 57555, 12193.75, 2.57
4075563.3, 645908.48, 7825, 0, 2809.25, NA, NA
4102534.4, 645915.12, 21425, 7775, 29530, 18116.25, 2.33
4091241.1, 645915.89, 113275, 46000, 309475, 242437.5, 5.27
4074560.8, 645965.34, 44275, 900, 0, 2487.975, 2.76
4099760.4, 645967.31, 132100, 7400, 48362.5, 21483, 2.9
4061860.8, 645982.89, 167125, 2025, 0, 5934, 2.93
4098210.8, 645987.79, 36100, 5700, 26390, 14215.25, 2.49
4089100.8, 645995.57, 30425, 100, 0, 208.205, 2.08
4104921.3, 646014.72, 228425, 0, 0, NA, NA
4092598.3, 646015.25, 67725, 4200, 72112.5, 10440.25, 2.49
4083140.9, 646015.31, 313700, 7225, 0, 32570, 4.51
4048328.5, 646033.21, 26300, 125, 0, 272.775, 2.18
4097468.3, 646050.31, 72775, 9850, 21771, 24789.5, 2.52
4096020.3, 646074.57, 76175, 300, 0, 996.15, 3.32
4068678.3, 646125.67, 87225, 0, 0, NA, NA
4102051, 646147.71, 81950, 23775, 124250, 107287.5, 4.51
4076195.8, 646153.1, 88475, 8600, 23064.5, 28530, 3.32
4096331.8, 646171.12, 71400, 0, 0, NA, NA
4097733.3, 646187.99, 3050, 0, 0, NA, NA
4086993.3, 646207.68, 90450, 13750, 100515, 43847.5, 3.19
4095438.3, 646215.55, 76425, 925, 75982.5, 2682, 2.9
4102425.7, 646225.49, 21600, 1250, 36655, 3642.25, 2.91
4106743.3, 646239.95, 23000, 375, 0, 892.975, 2.38
4110758.3, 646319.95, 8025, 0, 0, NA, NA
4045330.9, 646322.98, 43825, 325, 2007.775, 874.35, 2.69
4044583.3, 646347.68, 100600, 13025, 14494.5, 44290, 3.4
4048603.3, 646380.4, 165375, 43500, 299725, 220365, 5.08
4096333.3, 646395.14, 53675, 1200, 2760.25, 3683.75, 3.07
4085953.4, 646400.38, 194500, 3475, 2745.25, 11492.75, 3.31
4090544, 646405.73, 72600, 0, 22019, NA, NA
4045825.8, 646407.61, 77050, 3100, 63567.5, 9875.75, 3.19
4077318.3, 646409.95, 1125, 0, 443.875, NA, NA
4120594.7, 646426.03, 64025, 6175, 0, 17201, 2.79
4123013.5, 646427.85, 215900, 78500, 439350, 287050, 3.66
4090053.3, 646442.78, 52650, 2250, 72352.5, 7599.75, 3.38
4124085.9, 646453.97, 665550, 10125, 0, 45277.5, 4.47
4066423.4, 646455.33, 319850, 52000, 308625, 179810, 3.45
4094441.4, 646465.28, 52925, 375, 35465, 1004.75, 2.68
4067540.8, 646480.43, 74975, 9200, 0, 26465, 2.88
4092059.9, 646492.47, 240375, 18925, 26622.5, 46182.5, 2.44
4089338.3, 646500.46, 86850, 18625, 76390, 48915, 2.63
4089650.9, 646512.86, 91425, 3125, 4059.75, 7746, 2.48
4102066, 646513.87, 35400, 10975, 66095, 35680, 3.25
4043568.3, 646544.95, 7500, 200, 0, 511.375, 2.56
4088865.9, 646555.31, 139850, 9150, 115957.5, 27867.5, 3.05
4076168.3, 646568.03, 64450, 5825, 13307.5, 21242.25, 3.65
4060198.4, 646600.57, 146400, 1125, 0, 3469.5, 3.08
4072680.8, 646602.92, 119775, 300, 0, 827.9, 2.76
4095185.9, 646612.84, 102275, 8400, 48155, 23381.5, 2.78
4077943.3, 646617.95, 54600, 2325, 75877.5, 7678.5, 3.3
4106448.3, 646620.41, 69650, 300, 30340, 913.35, 3.04
4105668.3, 646629.95, 71300, 0, 0, NA, NA
4105371.4, 646631.23, 248975, 71250, 424200, 248587.5, 3.49
4100929.6, 646662.93, 213550, 6050, 84007.5, 16854.5, 2.79
4080015.8, 646665.7, 28800, 3400, 3160.75, 11666.5, 3.43
4045202, 646672.92, 206500, 103750, 621875, 571325, 5.51
4080588.3, 646685.05, 62150, 0, 0, NA, NA
4063038.3, 646685.25, 103000, 1975, 0, 5578, 2.82
4096345.8, 646685.49, 88600, 1450, 86435, 4768.25, 3.29
4055893.3, 646687.92, 56100, 20400, 144972.5, 108620, 5.32
4046190.8, 646697.79, 89400, 2150, 51870, 4763.5, 2.22
4071573.3, 646710.08, 85150, 0, 0, NA, NA
4060485.8, 646730.36, 95575, 4250, 26285, 15416.25, 3.63
4075113.3, 646739.95, 7950, 0, 2820, NA, NA
4078578.3, 646739.95, 7475, 0, 0, NA, NA
4085938.1, 646760.64, 76825, 0, 0, NA, NA
4087383.3, 646790.62, 29300, 0, 45210, NA, NA
4086550.8, 646810.33, 50050, 6375, 38020, 15758, 2.47
4086938.3, 646823.03, 44200, 0, 0, NA, NA
4102713.3, 646841.72, 122825, 20675, 266225, 112932.5, 5.46
4107083.6, 646849.55, 36250, 75, 35395, 154.7575, 2.06
4054741, 646858.2, 37150, 5500, 106007.5, 28725, 5.22
4045553.4, 646862.7, 111775, 0, 14530.25, NA, NA
4089213.3, 646882.94, 50450, 6175, 47727.5, 14730.25, 2.39
4087735.8, 646907.6, 49925, 16850, 84645, 67077.5, 3.98
4096815.6, 646969.38, 185975, 43500, 234087.5, 184882.5, 4.26
4086768.3, 646975.14, 65700, 0, 0, NA, NA
4068268.3, 646982.93, 96225, 0, 0, NA, NA
4074048.4, 647003.56, 340275, 17125, 213687.5, 70237.5, 4.1
4114608.8, 647009.43, 96200, 0, 0, NA, NA
4084178.3, 647028.2, 84200, 6400, 0, 21125, 3.3
4088440.8, 647040.23, 33850, 1475, 0, 4572.75, 3.1
4046005.4, 647040.57, 22875, 0, 0, NA, NA
4077608.3, 647042.96, 167725, 36000, 221705, 162367.5, 4.51
4042503.3, 647059.95, 7875, 0, 0, NA, NA
4094063.4, 647100.66, 41150, 4475, 77827.5, 18400.5, 4.11
4118465.2, 647102.94, 276525, 7375, 0, 20694, 2.81
4097683.3, 647128.17, 3375, 0, 0, NA, NA
4108808.9, 647135.51, 19950, 3150, 24233.5, 7734.5, 2.46
4077003.3, 647142.69, 117175, 4400, 51157.5, 12911.25, 2.93
4076050.9, 647158.25, 69100, 2250, 44165, 5530, 2.46
4087753.3, 647177.81, 70925, 8725, 85882.5, 34380, 3.94
4093707.2, 647192.35, 66550, 1450, 16368.25, 6025.5, 4.16
4086948.5, 647202.77, 58350, 1300, 72330, 4157.5, 3.2
4072498.3, 647203.14, 60825, 350, 15514.5, 801.95, 2.29
4072438.3, 647209.95, 44650, 0, 0, NA, NA
4073130.8, 647209.95, 11875, 0, 10317.25, NA, NA
4098373.3, 647235.36, 77825, 4450, 0, 15114.5, 3.4
4098173.3, 647242.96, 43700, 0, 0, NA, NA
4082165.8, 647255.15, 114150, 250, 20221, 757.3, 3.03
4089588.3, 647263.05, 38825, 1725, 43402.5, 5106.75, 2.96
4082163.3, 647264.95, 124075, 475, 0, 1527.025, 3.21
4075853.3, 647270.44, 81575, 0, 6190.25, NA, NA
4113421.7, 647270.66, 163325, 4500, 0, 12262.5, 2.73
4069228.3, 647300.4, 134600, 12625, 17567.75, 46140, 3.65
4107351, 647334.63, 15875, 25, 4834, 32.74, 1.31
4094013.7, 647336.42, 39725, 5225, 54202.5, 19005.25, 3.64
4070435.9, 647345.57, 188350, 43500, 226507.5, 154847.5, 3.56
4078168.3, 647382.83, 156625, 0, 21407, NA, NA
4087473.3, 647397.68, 28975, 25, 0, 67.0325, 2.68
4095319.6, 647428.24, 131300, 13075, 64195, 38897.5, 2.97
4045268.4, 647435.38, 255600, 52250, 222530, 191520, 3.66
4088183.3, 647444.95, 24400, 125, 0, 361.525, 2.89
4071778.4, 647482.58, 67000, 0, 0, NA, NA
4107834.5, 647504.2, 11500, 0, 0, NA, NA
4084343.7, 647520.27, 84125, 0, 0, NA, NA
4098262.8, 647539.27, 26775, 525, 21286, 1614.325, 3.07
4086995.8, 647550.36, 127450, 1900, 0, 5462, 2.87
4059233.3, 647584.95, 58200, 7100, 39477.5, 17557, 2.47
4099003.3, 647597.74, 33225, 7250, 40317.5, 18962.25, 2.62
4121316.8, 647603.02, 66750, 150, 0, 339.525, 2.26
4093824.1, 647630.19, 34600, 5300, 35107.5, 15058.25, 2.84
4086658.3, 647637.89, 45725, 5225, 28975, 15459.25, 2.96
4094588.3, 647646.33, 34950, 950, 28137.5, 2324.675, 2.45
